,scientific_name,park_name,observations,category,common_names,conservation_status
278,Platycladus orientalis,Yosemite National Park,110,Vascular Plant,Oriental White Cedar,
279,Platycladus orientalis,Yellowstone National Park,274,Vascular Plant,Oriental White Cedar,
280,Limnanthes alba ssp. versicolor,Yellowstone National Park,246,Vascular Plant,White Meadowfoam,
281,Limnanthes alba ssp. versicolor,Bryce National Park,108,Vascular Plant,White Meadowfoam,
282,Limnanthes alba ssp. versicolor,Yosemite National Park,143,Vascular Plant,White Meadowfoam,
283,Limnanthes alba ssp. versicolor,Great Smoky Mountains National Park,84,Vascular Plant,White Meadowfoam,
284,Panicum rigidulum var. pubescens,Yosemite National Park,158,Vascular Plant,Long-Leaved Panic Grass,
285,Panicum rigidulum var. pubescens,Yellowstone National Park,226,Vascular Plant,Long-Leaved Panic Grass,
286,Panicum rigidulum var. pubescens,Great Smoky Mountains National Park,85,Vascular Plant,Long-Leaved Panic Grass,
287,Panicum rigidulum var. pubescens,Bryce National Park,83,Vascular Plant,Long-Leaved Panic Grass,
288,Salix humilis var. humilis,Great Smoky Mountains National Park,64,Vascular Plant,Prairie Willow,
289,Salix humilis var. humilis,Bryce National Park,78,Vascular Plant,Prairie Willow,
290,Salix humilis var. humilis,Yosemite National Park,123,Vascular Plant,Prairie Willow,
291,Salix humilis var. humilis,Yellowstone National Park,218,Vascular Plant,Prairie Willow,
292,Hepatica nobilis,Yellowstone National Park,281,Vascular Plant,Hepatica,
293,Hepatica nobilis,Bryce National Park,121,Vascular Plant,Hepatica,
294,Hepatica nobilis,Great Smoky Mountains National Park,43,Vascular Plant,Hepatica,
295,Hepatica nobilis,Yosemite National Park,127,Vascular Plant,Hepatica,
296,Eriogonum nudum var. deductum,Bryce National Park,88,Vascular Plant,Naked Buckwheat,
297,Eriogonum nudum var. deductum,Great Smoky Mountains National Park,62,Vascular Plant,Naked Buckwheat,
298,Eriogonum nudum var. deductum,Yosemite National Park,150,Vascular Plant,Naked Buckwheat,
299,Eriogonum nudum var. deductum,Yellowstone National Park,279,Vascular Plant,Naked Buckwheat,
300,Penstemon procerus,Great Smoky Mountains National Park,67,Vascular Plant,"Littleflower Penstemon, Pincushion Beardtongue",
301,Penstemon procerus,Yellowstone National Park,215,Vascular Plant,"Littleflower Penstemon, Pincushion Beardtongue",
302,Penstemon procerus,Bryce National Park,98,Vascular Plant,"Littleflower Penstemon, Pincushion Beardtongue",
303,Penstemon procerus,Yosemite National Park,121,Vascular Plant,"Littleflower Penstemon, Pincushion Beardtongue",
304,Ericameria suffruticosa,Yellowstone National Park,254,Vascular Plant,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",
305,Ericameria suffruticosa,Yosemite National Park,148,Vascular Plant,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",
306,Ericameria suffruticosa,Bryce National Park,127,Vascular Plant,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",
307,Ericameria suffruticosa,Great Smoky Mountains National Park,38,Vascular Plant,"Bighead Goldenbush, Singlehead Goldenbush, Single-Head Heath-Goldenrod",
308,Chasmanthium latifolium,Yosemite National Park,152,Vascular Plant,"Broad-Leaved Spanglegrass, Indian Sea-Oats",
309,Chasmanthium latifolium,Bryce National Park,133,Vascular Plant,"Broad-Leaved Spanglegrass, Indian Sea-Oats",
310,Chasmanthium latifolium,Great Smoky Mountains National Park,82,Vascular Plant,"Broad-Leaved Spanglegrass, Indian Sea-Oats",
311,Chasmanthium latifolium,Yellowstone National Park,249,Vascular Plant,"Broad-Leaved Spanglegrass, Indian Sea-Oats",
312,Sparganium emersum ssp. emersum,Great Smoky Mountains National Park,80,Vascular Plant,Emersed Bur-Reed,
313,Sparganium emersum ssp. emersum,Bryce National Park,80,Vascular Plant,Emersed Bur-Reed,
314,Sparganium emersum ssp. emersum,Yellowstone National Park,290,Vascular Plant,Emersed Bur-Reed,
315,Sparganium emersum ssp. emersum,Yosemite National Park,141,Vascular Plant,Emersed Bur-Reed,
316,Ribes rotundifolium,Yosemite National Park,147,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant",
317,Ribes rotundifolium,Yellowstone National Park,237,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant",
318,Ribes rotundifolium,Bryce National Park,90,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant",
319,Ribes rotundifolium,Great Smoky Mountains National Park,54,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant",
320,Pachysandra procumbens,Yellowstone National Park,213,Vascular Plant,American Pachysandra,
321,Pachysandra procumbens,Bryce National Park,98,Vascular Plant,American Pachysandra,
322,Pachysandra procumbens,Yosemite National Park,118,Vascular Plant,American Pachysandra,
323,Pachysandra procumbens,Great Smoky Mountains National Park,68,Vascular Plant,American Pachysandra,
324,Helianthus annuus,Yellowstone National Park,265,Vascular Plant,Common Sunflower,
325,Helianthus annuus,Yellowstone National Park,265,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
326,Helianthus annuus,Bryce National Park,140,Vascular Plant,Common Sunflower,
327,Helianthus annuus,Bryce National Park,140,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
328,Helianthus annuus,Yellowstone National Park,235,Vascular Plant,Common Sunflower,
329,Helianthus annuus,Yellowstone National Park,235,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
330,Helianthus annuus,Bryce National Park,118,Vascular Plant,Common Sunflower,
331,Helianthus annuus,Bryce National Park,118,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
332,Helianthus annuus,Yosemite National Park,123,Vascular Plant,Common Sunflower,
333,Helianthus annuus,Yosemite National Park,123,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
334,Helianthus annuus,Yosemite National Park,169,Vascular Plant,Common Sunflower,
335,Helianthus annuus,Yosemite National Park,169,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
336,Helianthus annuus,Great Smoky Mountains National Park,44,Vascular Plant,Common Sunflower,
337,Helianthus annuus,Great Smoky Mountains National Park,44,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
338,Helianthus annuus,Great Smoky Mountains National Park,54,Vascular Plant,Common Sunflower,
339,Helianthus annuus,Great Smoky Mountains National Park,54,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower",
340,Blarina brevicauda,Bryce National Park,77,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",
341,Blarina brevicauda,Great Smoky Mountains National Park,86,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",
342,Blarina brevicauda,Yellowstone National Park,244,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",
343,Blarina brevicauda,Yosemite National Park,185,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",
344,Polygonum viviparum,Great Smoky Mountains National Park,107,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",
345,Polygonum viviparum,Yosemite National Park,137,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",
346,Polygonum viviparum,Yellowstone National Park,216,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",
347,Polygonum viviparum,Bryce National Park,88,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort",
348,Astragalus purshii var. purshii,Yosemite National Park,156,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch",
349,Astragalus purshii var. purshii,Great Smoky Mountains National Park,95,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch",
350,Astragalus purshii var. purshii,Yellowstone National Park,235,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch",
351,Astragalus purshii var. purshii,Bryce National Park,115,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch",
352,Orthocarpus luteus,Great Smoky Mountains National Park,47,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",
353,Orthocarpus luteus,Bryce National Park,78,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",
354,Orthocarpus luteus,Yosemite National Park,150,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",
355,Orthocarpus luteus,Yellowstone National Park,234,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover",
356,Liparis loeselii,Yosemite National Park,157,Vascular Plant,"Fen Orchid, Fen Orchis",
357,Liparis loeselii,Great Smoky Mountains National Park,68,Vascular Plant,"Fen Orchid, Fen Orchis",
358,Liparis loeselii,Bryce National Park,112,Vascular Plant,"Fen Orchid, Fen Orchis",
359,Liparis loeselii,Yellowstone National Park,249,Vascular Plant,"Fen Orchid, Fen Orchis",
360,Cornus canadensis,Bryce National Park,89,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry",
361,Cornus canadensis,Yellowstone National Park,233,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry",
362,Cornus canadensis,Yosemite National Park,130,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry",
363,Cornus canadensis,Great Smoky Mountains National Park,98,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry",
364,Arctostaphylos uva-ursi,Yosemite National Park,154,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",
365,Arctostaphylos uva-ursi,Bryce National Park,123,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",
366,Arctostaphylos uva-ursi,Yellowstone National Park,237,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",
367,Arctostaphylos uva-ursi,Great Smoky Mountains National Park,53,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry",
368,Isatis tinctoria,Yosemite National Park,127,Vascular Plant,Dyer's Woad,
369,Isatis tinctoria,Great Smoky Mountains National Park,64,Vascular Plant,Dyer's Woad,
370,Isatis tinctoria,Bryce National Park,120,Vascular Plant,Dyer's Woad,
371,Isatis tinctoria,Yellowstone National Park,270,Vascular Plant,Dyer's Woad,
372,Eschscholzia hypecoides,Bryce National Park,106,Vascular Plant,San Benito Poppy,
373,Eschscholzia hypecoides,Great Smoky Mountains National Park,48,Vascular Plant,San Benito Poppy,
374,Eschscholzia hypecoides,Yosemite National Park,141,Vascular Plant,San Benito Poppy,
375,Eschscholzia hypecoides,Yellowstone National Park,245,Vascular Plant,San Benito Poppy,
376,Tofieldia glabra,Great Smoky Mountains National Park,75,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
377,Tofieldia glabra,Yellowstone National Park,220,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
378,Tofieldia glabra,Bryce National Park,70,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
379,Tofieldia glabra,Yosemite National Park,138,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
380,Odocoileus virginianus,Great Smoky Mountains National Park,36,Mammal,White-Tailed Deer,
381,Odocoileus virginianus,Great Smoky Mountains National Park,36,Mammal,"White-Tailed Deer, White-Tailed Deer",
382,Odocoileus virginianus,Yellowstone National Park,224,Mammal,White-Tailed Deer,
383,Odocoileus virginianus,Yellowstone National Park,224,Mammal,"White-Tailed Deer, White-Tailed Deer",
384,Odocoileus virginianus,Yellowstone National Park,260,Mammal,White-Tailed Deer,
385,Odocoileus virginianus,Yellowstone National Park,260,Mammal,"White-Tailed Deer, White-Tailed Deer",
386,Odocoileus virginianus,Yosemite National Park,135,Mammal,White-Tailed Deer,
387,Odocoileus virginianus,Yosemite National Park,135,Mammal,"White-Tailed Deer, White-Tailed Deer",
388,Odocoileus virginianus,Bryce National Park,77,Mammal,White-Tailed Deer,
389,Odocoileus virginianus,Bryce National Park,77,Mammal,"White-Tailed Deer, White-Tailed Deer",
390,Odocoileus virginianus,Yosemite National Park,150,Mammal,White-Tailed Deer,
391,Odocoileus virginianus,Yosemite National Park,150,Mammal,"White-Tailed Deer, White-Tailed Deer",
392,Odocoileus virginianus,Great Smoky Mountains National Park,73,Mammal,White-Tailed Deer,
393,Odocoileus virginianus,Great Smoky Mountains National Park,73,Mammal,"White-Tailed Deer, White-Tailed Deer",
394,Odocoileus virginianus,Bryce National Park,106,Mammal,White-Tailed Deer,
395,Odocoileus virginianus,Bryce National Park,106,Mammal,"White-Tailed Deer, White-Tailed Deer",
396,Galium pilosum var. puncticulosum,Bryce National Park,137,Vascular Plant,Hairy Bedstraw,
397,Galium pilosum var. puncticulosum,Yosemite National Park,137,Vascular Plant,Hairy Bedstraw,
398,Galium pilosum var. puncticulosum,Yellowstone National Park,252,Vascular Plant,Hairy Bedstraw,
399,Galium pilosum var. puncticulosum,Great Smoky Mountains National Park,112,Vascular Plant,Hairy Bedstraw,
400,Physaria didymocarpa var. didymocarpa,Yellowstone National Park,244,Vascular Plant,Common Twinpod,
401,Physaria didymocarpa var. didymocarpa,Great Smoky Mountains National Park,94,Vascular Plant,Common Twinpod,
402,Physaria didymocarpa var. didymocarpa,Bryce National Park,64,Vascular Plant,Common Twinpod,
403,Physaria didymocarpa var. didymocarpa,Yosemite National Park,143,Vascular Plant,Common Twinpod,
404,Thamnophis sirtalis sirtalis,Great Smoky Mountains National Park,63,Reptile,Common Garter Snake,
405,Thamnophis sirtalis sirtalis,Yellowstone National Park,260,Reptile,Common Garter Snake,
406,Thamnophis sirtalis sirtalis,Yosemite National Park,151,Reptile,Common Garter Snake,
407,Thamnophis sirtalis sirtalis,Bryce National Park,108,Reptile,Common Garter Snake,
408,Krigia montana,Yellowstone National Park,214,Vascular Plant,"False Dandelion, Mountain Krigia",
409,Krigia montana,Great Smoky Mountains National Park,41,Vascular Plant,"False Dandelion, Mountain Krigia",
410,Krigia montana,Bryce National Park,103,Vascular Plant,"False Dandelion, Mountain Krigia",
411,Krigia montana,Yosemite National Park,132,Vascular Plant,"False Dandelion, Mountain Krigia",
412,Puma concolor,Bryce National Park,92,Mammal,Panther (Mountain Lion),
413,Puma concolor,Bryce National Park,92,Mammal,"Cougar, Mountain Lion, Puma",
414,Puma concolor,Bryce National Park,92,Mammal,Mountain Lion,
415,Puma concolor,Great Smoky Mountains National Park,79,Mammal,Panther (Mountain Lion),
416,Puma concolor,Great Smoky Mountains National Park,79,Mammal,"Cougar, Mountain Lion, Puma",
417,Puma concolor,Great Smoky Mountains National Park,79,Mammal,Mountain Lion,
418,Puma concolor,Yellowstone National Park,243,Mammal,Panther (Mountain Lion),
419,Puma concolor,Yellowstone National Park,243,Mammal,"Cougar, Mountain Lion, Puma",
420,Puma concolor,Yellowstone National Park,243,Mammal,Mountain Lion,
421,Puma concolor,Great Smoky Mountains National Park,48,Mammal,Panther (Mountain Lion),
422,Puma concolor,Great Smoky Mountains National Park,48,Mammal,"Cougar, Mountain Lion, Puma",
423,Puma concolor,Great Smoky Mountains National Park,48,Mammal,Mountain Lion,
424,Puma concolor,Yosemite National Park,121,Mammal,Panther (Mountain Lion),
425,Puma concolor,Yosemite National Park,121,Mammal,"Cougar, Mountain Lion, Puma",
426,Puma concolor,Yosemite National Park,121,Mammal,Mountain Lion,
427,Puma concolor,Yosemite National Park,165,Mammal,Panther (Mountain Lion),
428,Puma concolor,Yosemite National Park,165,Mammal,"Cougar, Mountain Lion, Puma",
429,Puma concolor,Yosemite National Park,165,Mammal,Mountain Lion,
430,Puma concolor,Yellowstone National Park,240,Mammal,Panther (Mountain Lion),
431,Puma concolor,Yellowstone National Park,240,Mammal,"Cougar, Mountain Lion, Puma",
432,Puma concolor,Yellowstone National Park,240,Mammal,Mountain Lion,
433,Puma concolor,Bryce National Park,128,Mammal,Panther (Mountain Lion),
434,Puma concolor,Bryce National Park,128,Mammal,"Cougar, Mountain Lion, Puma",
435,Puma concolor,Bryce National Park,128,Mammal,Mountain Lion,
436,Puma concolor,Yellowstone National Park,270,Mammal,Panther (Mountain Lion),
437,Puma concolor,Yellowstone National Park,270,Mammal,"Cougar, Mountain Lion, Puma",
438,Puma concolor,Yellowstone National Park,270,Mammal,Mountain Lion,
439,Puma concolor,Great Smoky Mountains National Park,112,Mammal,Panther (Mountain Lion),
440,Puma concolor,Great Smoky Mountains National Park,112,Mammal,"Cougar, Mountain Lion, Puma",
441,Puma concolor,Great Smoky Mountains National Park,112,Mammal,Mountain Lion,
442,Puma concolor,Yosemite National Park,122,Mammal,Panther (Mountain Lion),
443,Puma concolor,Yosemite National Park,122,Mammal,"Cougar, Mountain Lion, Puma",
444,Puma concolor,Yosemite National Park,122,Mammal,Mountain Lion,
445,Puma concolor,Bryce National Park,91,Mammal,Panther (Mountain Lion),
446,Puma concolor,Bryce National Park,91,Mammal,"Cougar, Mountain Lion, Puma",
447,Puma concolor,Bryce National Park,91,Mammal,Mountain Lion,
448,Sphaeralcea coccinea,Bryce National Park,108,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow",
449,Sphaeralcea coccinea,Yellowstone National Park,281,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow",
450,Sphaeralcea coccinea,Yosemite National Park,142,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow",
